timestamp,room_id,area,doors_area,panels_area,hours,days,months,temprature_value
6/17/25 17:07,313,16.8601692644709,1.935,0.0,17,17,6,21.183776855469
6/17/25 16:52,313,16.8601692644709,1.935,0.0,16,17,6,21.746643066406
6/17/25 16:37,313,16.8601692644709,1.935,0.0,16,17,6,21.246322631836
6/17/25 16:22,313,16.8601692644709,1.935,0.0,16,17,6,21.121246337891
6/17/25 16:07,313,16.8601692644709,1.935,0.0,16,17,6,21.746643066406
6/17/25 15:52,313,16.8601692644709,1.935,0.0,15,17,6,21.183776855469
6/17/25 15:37,313,16.8601692644709,1.935,0.0,15,17,6,21.058700561523
6/17/25 15:22,313,16.8601692644709,1.935,0.0,15,17,6,21.308868408203
6/17/25 15:07,313,16.8601692644709,1.935,0.0,15,17,6,21.433929443359
6/17/25 14:52,313,16.8601692644709,1.935,0.0,14,17,6,21.121246337891
6/17/25 14:37,313,16.8601692644709,1.935,0.0,14,17,6,21.371398925781
6/17/25 14:22,313,16.8601692644709,1.935,0.0,14,17,6,21.433929443359
6/17/25 14:07,313,16.8601692644709,1.935,0.0,14,17,6,21.121246337891
6/17/25 13:52,313,16.8601692644709,1.935,0.0,13,17,6,21.121246337891
6/17/25 13:37,313,16.8601692644709,1.935,0.0,13,17,6,21.670978546143
6/17/25 13:22,313,16.8601692644709,1.935,0.0,13,17,6,21.121246337891
6/17/25 13:07,313,16.8601692644709,1.935,0.0,13,17,6,21.134359359741
6/17/25 12:52,313,16.8601692644709,1.935,0.0,12,17,6,21.684097290039
6/17/25 12:37,313,16.8601692644709,1.935,0.0,12,17,6,21.183776855469
6/17/25 12:22,313,16.8601692644709,1.935,0.0,12,17,6,21.183776855469
6/17/25 12:07,313,16.8601692644709,1.935,0.0,12,17,6,21.746643066406
6/17/25 11:52,313,16.8601692644709,1.935,0.0,11,17,6,21.246322631836
6/17/25 11:37,313,16.8601692644709,1.935,0.0,11,17,6,21.058700561523
6/17/25 11:22,313,16.8601692644709,1.935,0.0,11,17,6,21.183776855469
6/17/25 11:07,313,16.8601692644709,1.935,0.0,11,17,6,21.121246337891
6/17/25 10:52,313,16.8601692644709,1.935,0.0,10,17,6,21.246322631836
6/17/25 10:37,313,16.8601692644709,1.935,0.0,10,17,6,21.746643066406
6/17/25 10:22,313,16.8601692644709,1.935,0.0,10,17,6,21.308868408203
6/17/25 10:07,313,16.8601692644709,1.935,0.0,10,17,6,20.996170043945
6/17/25 9:52,313,16.8601692644709,1.935,0.0,9,17,6,21.371398925781
6/17/25 9:37,313,16.8601692644709,1.935,0.0,9,17,6,20.808547973633
6/17/25 9:22,313,16.8601692644709,1.935,0.0,9,17,6,21.496490478516
6/17/25 9:07,313,16.8601692644709,1.935,0.0,9,17,6,21.675701141357
6/17/25 8:52,313,16.8601692644709,1.935,0.0,8,17,6,21.496490478516
6/17/25 8:37,313,16.8601692644709,1.935,0.0,8,17,6,20.996170043945
6/17/25 8:22,313,16.8601692644709,1.935,0.0,8,17,6,21.559020996094
6/17/25 8:07,313,16.8601692644709,1.935,0.0,8,17,6,21.433929443359
6/17/25 7:52,313,16.8601692644709,1.935,0.0,7,17,6,20.996170043945
6/17/25 7:37,313,16.8601692644709,1.935,0.0,7,17,6,20.808547973633
6/17/25 7:22,313,16.8601692644709,1.935,0.0,7,17,6,21.559020996094
6/17/25 7:07,313,16.8601692644709,1.935,0.0,7,17,6,21.496490478516
6/17/25 6:52,313,16.8601692644709,1.935,0.0,6,17,6,20.933624267578
6/17/25 6:37,313,16.8601692644709,1.935,0.0,6,17,6,21.129638671875
6/17/25 6:22,313,16.8601692644709,1.935,0.0,6,17,6,20.808547973633
6/17/25 6:07,313,16.8601692644709,1.935,0.0,6,17,6,21.496490478516
6/17/25 5:52,313,16.8601692644709,1.935,0.0,5,17,6,21.621551513672
6/17/25 5:37,313,16.8601692644709,1.935,0.0,5,17,6,21.308868408203
6/17/25 5:22,313,16.8601692644709,1.935,0.0,5,17,6,21.308868408203
6/17/25 5:07,313,16.8601692644709,1.935,0.0,5,17,6,21.183776855469
6/17/25 4:52,313,16.8601692644709,1.935,0.0,4,17,6,21.121246337891
6/17/25 4:37,313,16.8601692644709,1.935,0.0,4,17,6,20.996170043945
6/17/25 4:22,313,16.8601692644709,1.935,0.0,4,17,6,21.058700561523
6/17/25 4:07,313,16.8601692644709,1.935,0.0,4,17,6,21.058700561523
6/17/25 3:52,313,16.8601692644709,1.935,0.0,3,17,6,21.246322631836
6/17/25 3:37,313,16.8601692644709,1.935,0.0,3,17,6,21.433929443359
6/17/25 3:22,313,16.8601692644709,1.935,0.0,3,17,6,21.684097290039
6/17/25 3:07,313,16.8601692644709,1.935,0.0,3,17,6,22.184417724609
6/17/25 2:52,313,16.8601692644709,1.935,0.0,2,17,6,22.497116088867
6/17/25 2:37,313,16.8601692644709,1.935,0.0,2,17,6,22.497116088867
6/17/25 2:22,313,16.8601692644709,1.935,0.0,2,17,6,22.497116088867
