timestamp,room_id,area,doors_area,panels_area,hours,days,months,temprature_value,humidity_value
6/27/25 16:15,335C,21.1701292781354,2.69876301118999,28.4367211161709,16,27,6,22.809814453125,58.388275146484
6/27/25 16:00,335C,21.1701292781354,2.69876301118999,28.4367211161709,16,27,6,22.809814453125,57.728939056396
6/27/25 15:45,335C,21.1701292781354,2.69876301118999,28.4367211161709,15,27,6,22.809814453125,57.338218688965
6/27/25 15:30,335C,21.1701292781354,2.69876301118999,28.4367211161709,15,27,6,22.809814453125,57.31379699707
6/27/25 15:15,335C,21.1701292781354,2.69876301118999,28.4367211161709,15,27,6,22.872344970703,57.015872955322
6/27/25 15:00,335C,21.1701292781354,2.69876301118999,28.4367211161709,15,27,6,22.809814453125,56.996337890625
6/27/25 14:45,335C,21.1701292781354,2.69876301118999,28.4367211161709,14,27,6,22.809814453125,56.947498321533
6/27/25 14:30,335C,21.1701292781354,2.69876301118999,28.4367211161709,14,27,6,22.809814453125,56.434673309326
6/27/25 14:15,335C,21.1701292781354,2.69876301118999,28.4367211161709,14,27,6,22.747283935547,56.16605758667
6/27/25 14:00,335C,21.1701292781354,2.69876301118999,28.4367211161709,14,27,6,22.809814453125,55.775337219238
6/27/25 13:45,335C,21.1701292781354,2.69876301118999,28.4367211161709,13,27,6,22.872344970703,55.360195159912
6/27/25 13:30,335C,21.1701292781354,2.69876301118999,28.4367211161709,13,27,6,22.809814453125,55.384616851807
6/27/25 13:15,335C,21.1701292781354,2.69876301118999,28.4367211161709,13,27,6,22.747283935547,55.457874298096
6/27/25 13:00,335C,21.1701292781354,2.69876301118999,28.4367211161709,13,27,6,22.809814453125,55.213676452637
6/27/25 12:45,335C,21.1701292781354,2.69876301118999,28.4367211161709,12,27,6,22.747283935547,55.409034729004
6/27/25 12:30,335C,21.1701292781354,2.69876301118999,28.4367211161709,12,27,6,22.559661865234,55.760917663574
6/27/25 12:15,335C,21.1701292781354,2.69876301118999,28.4367211161709,12,27,6,22.622192382812,55.067153930664
6/27/25 12:00,335C,21.1701292781354,2.69876301118999,28.4367211161709,12,27,6,22.997436523438,54.090351104736
6/27/25 11:45,335C,21.1701292781354,2.69876301118999,28.4367211161709,11,27,6,22.872344970703,54.090351104736
6/27/25 11:30,335C,21.1701292781354,2.69876301118999,28.4367211161709,11,27,6,22.747283935547,54.529914855957
6/27/25 11:15,335C,21.1701292781354,2.69876301118999,28.4367211161709,11,27,6,22.622192382812,54.8717918396
6/27/25 11:00,335C,21.1701292781354,2.69876301118999,28.4367211161709,11,27,6,22.497116088867,55.506717681885
6/27/25 10:45,335C,21.1701292781354,2.69876301118999,28.4367211161709,10,27,6,22.309494018555,56.263736724854
6/27/25 10:30,335C,21.1701292781354,2.69876301118999,28.4367211161709,10,27,6,22.184417724609,56.996337890625
6/27/25 10:15,335C,21.1701292781354,2.69876301118999,28.4367211161709,10,27,6,22.059341430664,57.557998657227
6/27/25 10:00,335C,21.1701292781354,2.69876301118999,28.4367211161709,10,27,6,21.93424987793,58.021980285645
6/27/25 9:45,335C,21.1701292781354,2.69876301118999,28.4367211161709,9,27,6,21.684097290039,58.054401397705
6/27/25 9:30,335C,21.1701292781354,2.69876301118999,28.4367211161709,9,27,6,21.496490478516,58.656898498535
6/27/25 9:15,335C,21.1701292781354,2.69876301118999,28.4367211161709,9,27,6,21.246322631836,59.14529800415
6/27/25 9:00,335C,21.1701292781354,2.69876301118999,28.4367211161709,9,27,6,21.042308807373,59.755798339844
6/27/25 8:45,335C,21.1701292781354,2.69876301118999,28.4367211161709,8,27,6,20.808547973633,60.439563751221
6/27/25 8:30,335C,21.1701292781354,2.69876301118999,28.4367211161709,8,27,6,20.62092590332,61.147743225098
6/27/25 8:15,335C,21.1701292781354,2.69876301118999,28.4367211161709,8,27,6,20.370758056641,61.172161102295
6/27/25 8:00,335C,21.1701292781354,2.69876301118999,28.4367211161709,8,27,6,20.183135986328,61.098899841309
6/27/25 7:45,335C,21.1701292781354,2.69876301118999,28.4367211161709,7,27,6,19.995529174805,60.830284118652
6/27/25 7:30,335C,21.1701292781354,2.69876301118999,28.4367211161709,7,27,6,19.870452880859,60.400722503662
6/27/25 7:15,335C,21.1701292781354,2.69876301118999,28.4367211161709,7,27,6,19.807907104492,60
6/27/25 7:00,335C,21.1701292781354,2.69876301118999,28.4367211161709,7,27,6,19.745376586914,59.706958770752
6/27/25 6:45,335C,21.1701292781354,2.69876301118999,28.4367211161709,6,27,6,19.682830810547,59.609279632568
6/27/25 6:30,335C,21.1701292781354,2.69876301118999,28.4367211161709,6,27,6,19.745376586914,59.242977142334
6/27/25 6:15,335C,21.1701292781354,2.69876301118999,28.4367211161709,6,27,6,19.807907104492,58.388275146484
6/27/25 6:00,335C,21.1701292781354,2.69876301118999,28.4367211161709,6,27,6,19.995529174805,57.167278289795
6/27/25 5:45,335C,21.1701292781354,2.69876301118999,28.4367211161709,5,27,6,20.058074951172,55.897438049316
6/27/25 5:30,335C,21.1701292781354,2.69876301118999,28.4367211161709,5,27,6,20.058074951172,55.799755096436
6/27/25 5:15,335C,21.1701292781354,2.69876301118999,28.4367211161709,5,27,6,20.12060546875,55.604396820068
6/27/25 5:00,335C,21.1701292781354,2.69876301118999,28.4367211161709,5,27,6,20.12060546875,55.286937713623
6/27/25 4:45,335C,21.1701292781354,2.69876301118999,28.4367211161709,4,27,6,20.183135986328,54.985893249512
6/27/25 4:30,335C,21.1701292781354,2.69876301118999,28.4367211161709,4,27,6,20.245697021484,54.676433563232
