timestamp,room_id,area,doors_area,panels_area,hours,days,months,temprature_value
6/27/25 18:36,223,123.406963799997,19.065,0.0,18,27,6,23.122512817383
6/27/25 18:21,223,123.406963799997,19.065,0.0,18,27,6,23.185043334961
6/27/25 18:06,223,123.406963799997,19.065,0.0,18,27,6,23.247589111328
6/27/25 17:51,223,123.406963799997,19.065,0.0,17,27,6,23.372665405273
6/27/25 17:36,223,123.406963799997,19.065,0.0,17,27,6,23.497756958008
6/27/25 17:21,223,123.406963799997,19.065,0.0,17,27,6,23.560287475586
6/27/25 17:06,223,123.406963799997,19.065,0.0,17,27,6,23.560287475586
6/27/25 16:51,223,123.406963799997,19.065,0.0,16,27,6,23.560287475586
6/27/25 16:36,223,123.406963799997,19.065,0.0,16,27,6,23.560287475586
6/27/25 16:21,223,123.406963799997,19.065,0.0,16,27,6,23.560287475586
6/27/25 16:06,223,123.406963799997,19.065,0.0,16,27,6,23.497756958008
6/27/25 15:51,223,123.406963799997,19.065,0.0,15,27,6,23.497756958008
6/27/25 15:36,223,123.406963799997,19.065,0.0,15,27,6,23.497756958008
6/27/25 15:21,223,123.406963799997,19.065,0.0,15,27,6,23.435211181641
6/27/25 15:06,223,123.406963799997,19.065,0.0,15,27,6,23.372665405273
6/27/25 14:51,223,123.406963799997,19.065,0.0,14,27,6,23.435211181641
6/27/25 14:36,223,123.406963799997,19.065,0.0,14,27,6,23.435211181641
6/27/25 14:21,223,123.406963799997,19.065,0.0,14,27,6,23.435211181641
6/27/25 14:06,223,123.406963799997,19.065,0.0,14,27,6,23.497756958008
6/27/25 13:51,223,123.406963799997,19.065,0.0,13,27,6,23.560287475586
6/27/25 13:36,223,123.406963799997,19.065,0.0,13,27,6,23.497756958008
6/27/25 13:21,223,123.406963799997,19.065,0.0,13,27,6,23.497756958008
6/27/25 13:06,223,123.406963799997,19.065,0.0,13,27,6,23.497756958008
6/27/25 12:51,223,123.406963799997,19.065,0.0,12,27,6,23.497756958008
6/27/25 12:36,223,123.406963799997,19.065,0.0,12,27,6,23.497756958008
6/27/25 12:21,223,123.406963799997,19.065,0.0,12,27,6,23.372665405273
6/27/25 12:06,223,123.406963799997,19.065,0.0,12,27,6,23.372665405273
6/27/25 11:51,223,123.406963799997,19.065,0.0,11,27,6,23.435211181641
6/27/25 11:36,223,123.406963799997,19.065,0.0,11,27,6,23.372665405273
6/27/25 11:21,223,123.406963799997,19.065,0.0,11,27,6,23.372665405273
6/27/25 11:06,223,123.406963799997,19.065,0.0,11,27,6,23.310134887695
6/27/25 10:51,223,123.406963799997,19.065,0.0,10,27,6,23.310134887695
6/27/25 10:36,223,123.406963799997,19.065,0.0,10,27,6,23.247589111328
6/27/25 10:21,223,123.406963799997,19.065,0.0,10,27,6,23.247589111328
6/27/25 10:06,223,123.406963799997,19.065,0.0,10,27,6,23.247589111328
6/27/25 9:51,223,123.406963799997,19.065,0.0,9,27,6,23.185043334961
6/27/25 9:36,223,123.406963799997,19.065,0.0,9,27,6,23.185043334961
6/27/25 9:21,223,123.406963799997,19.065,0.0,9,27,6,23.122512817383
6/27/25 9:06,223,123.406963799997,19.065,0.0,9,27,6,23.059967041016
6/27/25 8:51,223,123.406963799997,19.065,0.0,8,27,6,22.93489074707
6/27/25 8:36,223,123.406963799997,19.065,0.0,8,27,6,22.747283935547
6/27/25 8:21,223,123.406963799997,19.065,0.0,8,27,6,22.747283935547
6/27/25 8:06,223,123.406963799997,19.065,0.0,8,27,6,22.747283935547
6/27/25 7:51,223,123.406963799997,19.065,0.0,7,27,6,22.747283935547
6/27/25 7:36,223,123.406963799997,19.065,0.0,7,27,6,22.684722900391
6/27/25 7:21,223,123.406963799997,19.065,0.0,7,27,6,22.684722900391
6/27/25 7:06,223,123.406963799997,19.065,0.0,7,27,6,22.622192382812
6/27/25 6:51,223,123.406963799997,19.065,0.0,6,27,6,22.622192382812
6/27/25 6:36,223,123.406963799997,19.065,0.0,6,27,6,22.559661865234
6/27/25 6:21,223,123.406963799997,19.065,0.0,6,27,6,22.497116088867
6/27/25 6:06,223,123.406963799997,19.065,0.0,6,27,6,22.684722900391
6/27/25 5:51,223,123.406963799997,19.065,0.0,5,27,6,22.872344970703
6/27/25 5:36,223,123.406963799997,19.065,0.0,5,27,6,22.93489074707
6/27/25 5:21,223,123.406963799997,19.065,0.0,5,27,6,22.93489074707
6/27/25 5:06,223,123.406963799997,19.065,0.0,5,27,6,22.997436523438
6/27/25 4:51,223,123.406963799997,19.065,0.0,4,27,6,22.93489074707
6/27/25 4:36,223,123.406963799997,19.065,0.0,4,27,6,22.93489074707
6/27/25 4:21,223,123.406963799997,19.065,0.0,4,27,6,22.997436523438
6/27/25 4:06,223,123.406963799997,19.065,0.0,4,27,6,22.93489074707
6/27/25 3:51,223,123.406963799997,19.065,0.0,3,27,6,22.93489074707
6/27/25 3:36,223,123.406963799997,19.065,0.0,3,27,6,22.93489074707
6/27/25 3:21,223,123.406963799997,19.065,0.0,3,27,6,22.93489074707
6/27/25 3:06,223,123.406963799997,19.065,0.0,3,27,6,22.93489074707
6/27/25 2:51,223,123.406963799997,19.065,0.0,2,27,6,22.93489074707
6/27/25 2:36,223,123.406963799997,19.065,0.0,2,27,6,22.93489074707
