timestamp,room_id,area,doors_area,panels_area,hours,days,months,temprature_value,humidity_value,co2_value
6/26/25 15:20,430,125.669480035391,6.02,0.0,15,26,6,22.872344970703,49.572650909424,442.60656738281
6/26/25 15:05,430,125.669480035391,6.02,0.0,15,26,6,22.809814453125,49.426128387451,443.9560546875
6/26/25 14:50,430,125.669480035391,6.02,0.0,14,26,6,22.809814453125,49.377288818359,427.83883666992
6/26/25 14:35,430,125.669480035391,6.02,0.0,14,26,6,22.809814453125,49.328449249268,422.46969604492
6/26/25 14:20,430,125.669480035391,6.02,0.0,14,26,6,22.809814453125,49.230770111084,418.55920410156
6/26/25 14:05,430,125.669480035391,6.02,0.0,14,26,6,22.809814453125,49.377288818359,412.78851318359
6/26/25 13:50,430,125.669480035391,6.02,0.0,13,26,6,22.809814453125,49.377288818359,413.67520141602
6/26/25 13:35,430,125.669480035391,6.02,0.0,13,26,6,22.809814453125,49.548229217529,416.60562133789
6/26/25 13:20,430,125.669480035391,6.02,0.0,13,26,6,22.840328216553,49.743591308594,438.58364868164
6/26/25 13:05,430,125.669480035391,6.02,0.0,13,26,6,22.809814453125,49.914531707764,428.77239990234
6/26/25 12:50,430,125.669480035391,6.02,0.0,12,26,6,22.809814453125,49.963371276855,413.67520141602
6/26/25 12:35,430,125.669480035391,6.02,0.0,12,26,6,22.809814453125,49.963371276855,403.90719604492
6/26/25 12:20,430,125.669480035391,6.02,0.0,12,26,6,22.809814453125,49.987789154053,401.72134399414
6/26/25 12:05,430,125.669480035391,6.02,0.0,12,26,6,22.809814453125,50.036628723145,381.94393920898
6/26/25 11:50,430,125.669480035391,6.02,0.0,11,26,6,22.809814453125,50.134311676025,387.79846191406
6/26/25 11:35,430,125.669480035391,6.02,0.0,11,26,6,22.809814453125,50.256408691406,387.78997802734
6/26/25 11:20,430,125.669480035391,6.02,0.0,11,26,6,22.747283935547,50.402931213379,382.93481445312
6/26/25 11:05,430,125.669480035391,6.02,0.0,11,26,6,22.747283935547,50.549449920654,374.95639038086
6/26/25 10:50,430,125.669480035391,6.02,0.0,10,26,6,22.747283935547,50.744812011719,386.8132019043
6/26/25 10:35,430,125.669480035391,6.02,0.0,10,26,6,22.747283935547,50.793651580811,379.9755859375
6/26/25 10:20,430,125.669480035391,6.02,0.0,10,26,6,22.715251922607,50.744812011719,375.57998657227
6/26/25 10:05,430,125.669480035391,6.02,0.0,10,26,6,22.684722900391,50.891330718994,374.275390625
6/26/25 9:50,430,125.669480035391,6.02,0.0,9,26,6,22.684722900391,50.891330718994,360.92797851562
6/26/25 9:35,430,125.669480035391,6.02,0.0,9,26,6,22.684722900391,50.8669090271,358.97436523438
6/26/25 9:20,430,125.669480035391,6.02,0.0,9,26,6,22.622192382812,51.111110687256,370.71942138672
6/26/25 9:05,430,125.669480035391,6.02,0.0,9,26,6,22.622192382812,51.379730224609,375.47509765625
6/26/25 8:50,430,125.669480035391,6.02,0.0,8,26,6,22.559661865234,51.575092315674,373.62637329102
6/26/25 8:35,430,125.669480035391,6.02,0.0,8,26,6,22.497116088867,51.892551422119,376.55679321289
6/26/25 8:20,430,125.669480035391,6.02,0.0,8,26,6,22.497116088867,52.258853912354,374.60317993164
6/26/25 8:05,430,125.669480035391,6.02,0.0,8,26,6,22.4345703125,52.576313018799,375.57998657227
6/26/25 7:50,430,125.669480035391,6.02,0.0,7,26,6,22.421457290649,52.649574279785,369.71917724609
6/26/25 7:35,430,125.669480035391,6.02,0.0,7,26,6,22.372039794922,52.673992156982,385.82162475586
6/26/25 7:20,430,125.669480035391,6.02,0.0,7,26,6,22.372039794922,52.722831726074,378.02197265625
6/26/25 7:05,430,125.669480035391,6.02,0.0,7,26,6,22.372039794922,52.820514678955,382.9059753418
6/26/25 6:50,430,125.669480035391,6.02,0.0,6,26,6,22.309494018555,53.015872955322,373.62637329102
6/26/25 6:35,430,125.669480035391,6.02,0.0,6,26,6,22.246963500977,53.284492492676,373.60980224609
6/26/25 6:20,430,125.669480035391,6.02,0.0,6,26,6,22.059341430664,53.772891998291,368.74237060547
6/26/25 6:05,430,125.669480035391,6.02,0.0,6,26,6,21.93424987793,55.639560699463,367.76556396484
6/26/25 5:50,430,125.669480035391,6.02,0.0,5,26,6,22.372039794922,54.383396148682,358.97436523438
6/26/25 5:35,430,125.669480035391,6.02,0.0,5,26,6,22.93489074707,49.328449249268,376.86968994141
6/26/25 5:20,430,125.669480035391,6.02,0.0,5,26,6,22.93489074707,49.352870941162,368.69940185547
6/26/25 5:05,430,125.669480035391,6.02,0.0,5,26,6,22.93489074707,49.391468048096,378.02197265625
6/26/25 4:50,430,125.669480035391,6.02,0.0,4,26,6,22.997436523438,49.328449249268,365.81198120117
6/26/25 4:35,430,125.669480035391,6.02,0.0,4,26,6,22.997436523438,49.279609680176,375.08834838867
6/26/25 4:20,430,125.669480035391,6.02,0.0,4,26,6,22.997436523438,49.279609680176,367.76556396484
6/26/25 4:05,430,125.669480035391,6.02,0.0,4,26,6,22.997436523438,49.279609680176,365.81198120117
6/26/25 3:50,430,125.669480035391,6.02,0.0,3,26,6,22.997436523438,49.255187988281,365.81198120117
6/26/25 3:35,430,125.669480035391,6.02,0.0,3,26,6,22.997436523438,49.255187988281,361.48522949219
6/26/25 3:20,430,125.669480035391,6.02,0.0,3,26,6,22.997436523438,49.255187988281,368.74237060547
6/26/25 3:05,430,125.669480035391,6.02,0.0,3,26,6,23.019947052002,49.255187988281,367.57022094727
6/26/25 2:50,430,125.669480035391,6.02,0.0,2,26,6,23.059967041016,49.235652923584,373.01184082031
